order,family,emu_genus,emu_species,emu_subspecies,fullname,new_fullname
Falconiformes,Accipitridae,Accipiter,novaehollandiae,cooktowni,Accipiter novaehollandiae cooktowni,Accipiter novaehollandiae
Falconiformes,Accipitridae,Accipiter,novaehollandiae,leucosomas,Accipiter novaehollandiae leucosomas,Accipiter hiogaster
Falconiformes,Accipitridae,Aquila,rapax,nipalensis,Aquila rapax nipalensis,Aquila nipalensis nipalensis
Falconiformes,Accipitridae,Aquila,sp,NA,Aquila sp NA,Aquila sp
Falconiformes,Accipitridae,Aviceda,cuculoides,verreauxi,Aviceda cuculoides verreauxi,Aviceda cuculoides verreauxii
Falconiformes,Accipitridae,Aviceda,leuphotes,burmana,Aviceda leuphotes burmana,Aviceda leuphotes leuphotes
Falconiformes,Accipitridae,Aviceda,subcristata,bismarkii,Aviceda subcristata bismarkii,Aviceda subcristata bismarckii
Falconiformes,Accipitridae,Buteo,rufofuscus,augur,Buteo rufofuscus augur,Buteo augur augur
Falconiformes,Accipitridae,Buteo,sp,NA,Buteo sp NA,Buteo sp
Falconiformes,Accipitridae,Buteo,virginianus,pallescens,Buteo virginianus pallescens,Bubo virginianus pallescens
Falconiformes,Accipitridae,Circus,(approximans?),NA,Circus (approximans?) NA,Circus approximans
Falconiformes,Accipitridae,Elanus,caeruleus,majusculus,Elanus caeruleus majusculus,Elanus leucurus majusculus
Falconiformes,Accipitridae,Geranospiza,sp,NA,Geranospiza sp NA,Geranospiza sp
Falconiformes,Accipitridae,Haliaeetus,leucocephalus,alascanus,Haliaeetus leucocephalus alascanus,Haliaeetus leucocephalus washingtoniensis
Falconiformes,Accipitridae,Hieraaetus,fasciatus,spilogaster,Hieraaetus fasciatus spilogaster,Aquila spilogaster
Falconiformes,Accipitridae,Parabuteo,unicinctus,superior,Parabuteo unicinctus superior,Parabuteo unicinctus harrisi
Falconiformes,Accipitridae,Pernis,apivorus,apivorus,Pernis apivorus apivorus,Pernis apivorus
Falconiformes,Accipitridae,Spizaetus,cirrhatus,limnaetus,Spizaetus cirrhatus limnaetus,Nisaetus cirrhatus limnaeetus
Falconiformes,Accipitridae,Spizaetus,nipalensis,nipalensis,Spizaetus nipalensis nipalensis,Nisaetus nipalensis nipalensis
Falconiformes,Accipitridae,Torgos,tracheliotus,NA,Torgos tracheliotus NA,Torgos tracheliotos
Passeriformes,Aegithalidae,Psaltriparus,minimus,lloydi,Psaltriparus minimus lloydi,Psaltriparus minimus plumbeus
Passeriformes,Aegithalidae,Psaltriparus,minimus,providentaialis,Psaltriparus minimus providentaialis,Psaltriparus minimus plumbeus
Passeriformes,Alaudidae,Calandrella,conirostris,crypta,Calandrella conirostris crypta,Spizocorys conirostris crypta
Passeriformes,Alaudidae,Certhilauda,curvirostris,bradshawi,Certhilauda curvirostris bradshawi,Certhilauda subcoronata bradshawi
Passeriformes,Alaudidae,Galerida,theklae,elliotti,Galerida theklae elliotti,Galerida theklae ellioti
Coraciiformes,Alcedinidae,Ceryle,lugubris,continentalis,Ceryle lugubris continentalis,Megaceryle lugubris continentalis
Coraciiformes,Alcedinidae,Dacelo,novaeguineae,gigas,Dacelo novaeguineae gigas,Dacelo novaeguineae
Coraciiformes,Alcedinidae,Halcyon,chloris,chlpris,Halcyon chloris chlpris,Todiramphus chloris chloris
Coraciiformes,Alcedinidae,Halcyon,macleayii,incincta,Halcyon macleayii incincta,Todiramphus macleayii incinctus
Coraciiformes,Alcedinidae,Halcyon,malimbica,orientalis,Halcyon malimbica orientalis,Halcyon malimbica
Coraciiformes,Alcedinidae,Megaceryle,alcyon,caurina,Megaceryle alcyon caurina,Megaceryle alcyon
Charadriiformes,Alcidae,Cepphus,grylle,atlantis,Cepphus grylle atlantis,Cepphus grylle arcticus
Charadriiformes,Alcidae,Synthliboramphus,hypoleucus,hypoleucus,Synthliboramphus hypoleucus hypoleucus,Synthliboramphus hypoleucus
Charadriiformes,Alcidae,Synthliboramphus,hypoleucus,scrippsi,Synthliboramphus hypoleucus scrippsi,Synthliboramphus scrippsi
Anseriformes,Anatidae,Alopochen,aegyptiacus,NA,Alopochen aegyptiacus NA,Alopochen aegyptiaca
Anseriformes,Anatidae,Anas,NA,NA,Anas NA,Anas sp
Anseriformes,Anatidae,Anas,platyrhynchos,novimexicana,Anas platyrhynchos novimexicana,Anas diazi
Anseriformes,Anatidae,Anas,poecilorhyncha,rogersi,Anas poecilorhyncha rogersi,Anas superciliosa superciliosa
Anseriformes,Anatidae,Anas,punctata,NA,Anas punctata NA,Spatula hottentota
Anseriformes,Anatidae,Anas,smithi,NA,Anas smithi NA,Spatula smithii
Anseriformes,Anatidae,Anas,sp,NA,Anas sp NA,Anas sp
Anseriformes,Anatidae,Anser,albifrons,gambelii,Anser albifrons gambelii,Anser albifrons gambelli
Anseriformes,Anatidae,Chen,caerulescens,atlanticus,Chen caerulescens atlanticus,Anser caerulescens atlanticus
Anseriformes,Anatidae,Chen,caerulescens,caerulescens,Chen caerulescens caerulescens,Anser caerulescens caerulescens
Anseriformes,Anatidae,Chen,caerulescens,NA,Chen caerulescens NA,Anser caerulescens
Anseriformes,Anatidae,Chen,canagica,NA,Chen canagica NA,Anser canagicus
Anseriformes,Anatidae,Chen,rossii,NA,Chen rossii NA,Anser rossii
Anseriformes,Anatidae,Chendytes,lawi cf,NA,Chendytes lawi cf NA,Chendytes lawi
Anseriformes,Anatidae,Chloephaga,sp,NA,Chloephaga sp NA,Chloephaga sp
Anseriformes,Anatidae,Cygnus,cygnus,buccinator,Cygnus cygnus buccinator,Cygnus buccinator
Anseriformes,Anatidae,Cygnus,NA,NA,Cygnus NA,Cygnus sp
Anseriformes,Anatidae,Dendrocygna,autumnalis,discolor,Dendrocygna autumnalis discolor,Dendrocygna autumnalis autumnalis
Anseriformes,Anatidae,Dendrocygna,autumnalis,lucida,Dendrocygna autumnalis lucida,Dendrocygna autumnalis fulgens
Anseriformes,Anatidae,Dendrocygna,bicolor,bicolor,Dendrocygna bicolor bicolor,Dendrocygna bicolor
Anseriformes,Anatidae,Dendrocygna,bicolor,helva,Dendrocygna bicolor helva,Dendrocygna bicolor
Anseriformes,Anatidae,Merganetta,armata,columbiana,Merganetta armata columbiana,Merganetta armata colombiana
Anseriformes,Anatidae,Neochen,jubatus,NA,Neochen jubatus NA,Neochen jubata
Anseriformes,Anatidae,Sarkidiornis,melanotos,sylvatica,Sarkidiornis melanotos sylvatica,Sarkidiornis sylvicola
Anseriformes,Anhimidae,Anhima,sp,NA,Anhima sp NA,Anhima cornuta
Apodiformes,Apodidae,Aerornis,senex,NA,Aerornis senex NA,Cypseloides senex
Apodiformes,Apodidae,Chaetura,brachyura,brachycerca,Chaetura brachyura brachycerca,Chaetura brachyura brachyura
Apodiformes,Apodidae,Chaetura,cinerieventris,NA,Chaetura cinerieventris NA,Chaetura cinereiventris
Apodiformes,Apodidae,Collocalia,vanikorensis,palawanensis,Collocalia vanikorensis palawanensis,Aerodramus vanikorensis
Apodiformes,Apodidae,Cypseloides,rutilus,brunnitorques,Cypseloides rutilus brunnitorques,Streptoprocne rutila brunnitorques
Apodiformes,Apodidae,Cypseloides,rutilus,NA,Cypseloides rutilus NA,Streptoprocne rutila
Apodiformes,Apodidae,NA,NA,NA,NA NA,
Gruiformes,Aramidae,Aramus,guarauna,carau,Aramus guarauna carau,Aramus guarauna guarauna
Ciconiiformes,Ardeidae,Ardea,alba,melanorhyncha,Ardea alba melanorhyncha,Ardea alba melanorhynchos
Ciconiiformes,Ardeidae,Ardea,herodias,hyperonca,Ardea herodias hyperonca,Ardea herodias wardi
Ciconiiformes,Ardeidae,Ardea,herodias,sanctilucae,Ardea herodias sanctilucae,Ardea herodias wardi
Ciconiiformes,Ardeidae,Ardea,herodias,treganzai,Ardea herodias treganzai,Ardea herodias wardi
Ciconiiformes,Ardeidae,Butorides,striatus,amurensis,Butorides striatus amurensis,Butorides striata amurensis
Ciconiiformes,Ardeidae,Butorides,striatus,atricapillus,Butorides striatus atricapillus,Butorides striata atricapilla
Ciconiiformes,Ardeidae,Butorides,striatus,cyanurus,Butorides striatus cyanurus,Butorides striata striata
Ciconiiformes,Ardeidae,Butorides,striatus,fuscicollis,Butorides striatus fuscicollis,Butorides striata
Ciconiiformes,Ardeidae,Butorides,striatus,javanicus,Butorides striatus javanicus,Butorides striata javanica
Ciconiiformes,Ardeidae,Butorides,striatus,NA,Butorides striatus NA,Butorides striata
Ciconiiformes,Ardeidae,Butorides,striatus,striatus,Butorides striatus striatus,Butorides striata striata
Ciconiiformes,Ardeidae,Butorides,sundevalli,NA,Butorides sundevalli NA,Butorides striata striata
Ciconiiformes,Ardeidae,Egretta,sp,NA,Egretta sp NA,Ardea sp
Ciconiiformes,Ardeidae,Ixobrychus,exilis,hesperis,Ixobrychus exilis hesperis,Ixobrychus exilis exilis
Ciconiiformes,Ardeidae,Nycticorax,pileatus,NA,Nycticorax pileatus NA,Pilherodius pileatus
Ciconiiformes,Ardeidae,Syrigma,sibilitrax,NA,Syrigma sibilitrax NA,Syrigma sibilatrix
Piciformes,Bucconidae,Bucco,capensis,capensis,Bucco capensis capensis,Bucco capensis
Piciformes,Bucconidae,Hypnelus,bicinctus,bicincta,Hypnelus bicinctus bicincta,Hypnelus bicinctus bicinctus
Piciformes,Bucconidae,Malacoptila,panamensis,poliopsis,Malacoptila panamensis poliopsis,Malacoptila panamensis poliopis
Piciformes,Bucconidae,Nonnula,ruficapilla,frontalis,Nonnula ruficapilla frontalis,Nonnula frontalis frontalis
Piciformes,Bucconidae,Nonnula,ruficapilla,pallescens,Nonnula ruficapilla pallescens,Nonnula frontalis pallescens
Piciformes,Bucconidae,Notharchus,macrorhynchos,hyperrhynchus,Notharchus macrorhynchos hyperrhynchus,Notharchus hyperrhynchus hyperrhynchus
Piciformes,Bucconidae,Nystalus,radiatus,radiatus,Nystalus radiatus radiatus,Nystalus radiatus
Coraciiformes,Bucerotidae,Berenicornis,albocristatus,albocristatus,Berenicornis albocristatus albocristatus,Horizocerus albocristatus albocristatus
Coraciiformes,Bucerotidae,Buceros,sp,NA,Buceros sp NA,Buceros sp
Coraciiformes,Bucerotidae,Penelopides,panini,manillae,Penelopides panini manillae,Penelopides manillae
Coraciiformes,Bucerotidae,Tockus,nasutus,dorsalis,Tockus nasutus dorsalis,Lophoceros nasutus epirhinus
Psittaciformes,Cacatuidae,Cacatua,ducorps,NA,Cacatua ducorps NA,Cacatua ducorpsii
Psittaciformes,Cacatuidae,Cacatua,goffini,NA,Cacatua goffini NA,Cacatua goffiniana
Psittaciformes,Cacatuidae,Cacatua,leadbeateri,leadbeateri,Cacatua leadbeateri leadbeateri,Cacatua leadbeateri leadbeateri
Psittaciformes,Cacatuidae,Cacatua,leadbeateri,NA,Cacatua leadbeateri NA,Cacatua leadbeateri
Psittaciformes,Cacatuidae,Calyptorhynchus,funereus,baudinii,Calyptorhynchus funereus baudinii,Zanda baudinii
Psittaciformes,Cacatuidae,Calyptorhynchus,funereus,funereus,Calyptorhynchus funereus funereus,Zanda funerea funerea
Psittaciformes,Cacatuidae,Eolophus,roseicapillus,albiscps,Eolophus roseicapillus albiscps,Eolophus roseicapilla albiceps
Psittaciformes,Cacatuidae,Eolophus,roseicapillus,NA,Eolophus roseicapillus NA,Eolophus roseicapilla
Psittaciformes,Cacatuidae,Eolophus,roseicapillus,roseicapillus,Eolophus roseicapillus roseicapillus,Eolophus roseicapilla roseicapilla
Passeriformes,Campephagidae,Campephaga,phoenicia,flava,Campephaga phoenicia flava,Campephaga flava
Passeriformes,Campephagidae,Coracina,montana,montana,Coracina montana montana,Edolisoma montanum montanum
Piciformes,Capitonidae,Capito,niger,macintyrei,Capito niger macintyrei,Capito niger
Piciformes,Capitonidae,Lybius,torquatus,lucidiventris,Lybius torquatus lucidiventris,Lybius torquatus zombae
Piciformes,Capitonidae,Megalaima,lineata,hodgsoni,Megalaima lineata hodgsoni,Psilopogon lineatus hodgsoni
Piciformes,Capitonidae,Megalaima,lineata,NA,Megalaima lineata NA,Psilopogon lineatus
Piciformes,Capitonidae,Pogoniulus,bilineatus,leucolaema,Pogoniulus bilineatus leucolaema,Pogoniulus bilineatus leucolaimus
Piciformes,Capitonidae,Pogoniulus,bilineatus,leucolaemus,Pogoniulus bilineatus leucolaemus,Pogoniulus bilineatus leucolaimus
Piciformes,Capitonidae,Stactolaema,whytii,terminatum,Stactolaema whytii terminatum,Stactolaema whytii terminata
Piciformes,Capitonidae,Trachyphonus,darnaudii,bohmi,Trachyphonus darnaudii bohmi,Trachyphonus darnaudii boehmi
Piciformes,Capitonidae,Trachyphonus,sp,NA,Trachyphonus sp NA,Trachyphonus sp
Piciformes,Capitonidae,Trachyphonus,usambiro,NA,Trachyphonus usambiro NA,Trachyphonus darnaudii usambiro
Piciformes,Capitonidae,Tricholaema,lacrymosum,radcliffei,Tricholaema lacrymosum radcliffei,Tricholaema lacrymosa radcliffei
Caprimulgiformes,Caprimulgidae,Caprimulgus,longirostris,bifasciatus,Caprimulgus longirostris bifasciatus,Systellura longirostris longirostris
Caprimulgiformes,Caprimulgidae,Caprimulgus,longirostris,patagonicus,Caprimulgus longirostris patagonicus,Systellura longirostris patagonica
Caprimulgiformes,Caprimulgidae,Caprimulgus,sericocaudatus,sericocaudatus,Caprimulgus sericocaudatus sericocaudatus,Antrostomus sericocaudatus sericocaudatus
Caprimulgiformes,Caprimulgidae,Chordeiles,acutipennis,texensus,Chordeiles acutipennis texensus,Chordeiles acutipennis texensis
Caprimulgiformes,Caprimulgidae,Chordeiles,minor,asseriensis,Chordeiles minor asseriensis,Chordeiles minor aserriensis
Caprimulgiformes,Caprimulgidae,Chordeiles,sp,NA,Chordeiles sp NA,Chordeiles sp
Caprimulgiformes,Caprimulgidae,Nyctidromus,albicollis,nelsoni,Nyctidromus albicollis nelsoni,Nyctidromus albicollis yucatanensis
Caprimulgiformes,Caprimulgidae,Scotornis,climacurus,clarus,Scotornis climacurus clarus,Caprimulgus clarus
Caprimulgiformes,Caprimulgidae,Scotornis,fossii,welwitschii,Scotornis fossii welwitschii,Caprimulgus fossii welwitschii
Caprimulgiformes,Caprimulgidae,Semeiophorus,vexillarius,NA,Semeiophorus vexillarius NA,Caprimulgus vexillarius
Casuariiformes,Casuariidae,Casuarius,bennetti,hecki,Casuarius bennetti hecki,Casuarius bennetti
Casuariiformes,Casuariidae,Casuarius,sp,NA,Casuarius sp NA,Casuarius sp
Falconiformes,Cathartidae,Cathartes,aura,teter,Cathartes aura teter,Cathartes aura aura
Passeriformes,Certhiidae,Certhia,americana,jaliscensis,Certhia americana jaliscensis,Certhia americana alticola
Charadriiformes,Charadriidae,Charadrius,melanops,NA,Charadrius melanops NA,Elseyornis melanops
Charadriiformes,Charadriidae,Charadrius,melodus,melodus,Charadrius melodus melodus,Charadrius melodus
Charadriiformes,Charadriidae,Pluvialis,squatarola,wymani,Pluvialis squatarola wymani,Pluvialis squatarola
Ciconiiformes,Ciconiidae,Ciconia,sp,NA,Ciconia sp NA,Ciconia sp
Coliiformes,Coliidae,Colius,indicus,lactifrons,Colius indicus lactifrons,Urocolius indicus lacteifrons
Columbiformes,Columbidae,Aplopelia,larvata,jacksoni,Aplopelia larvata jacksoni,Columba larvata jacksoni
Columbiformes,Columbidae,Columba,guinea,phaeunota,Columba guinea phaeunota,Columba guinea phaeonota
Columbiformes,Columbidae,Columba,livia,(fancy pigeon),Columba livia (fancy pigeon),Columba livia livia
Columbiformes,Columbidae,Columba,livia,(jacobin pigeon),Columba livia (jacobin pigeon),Columba livia livia
Columbiformes,Columbidae,Columba,livia,(muffed pigeon),Columba livia (muffed pigeon),Columba livia livia
Columbiformes,Columbidae,Columba,livia,(ruff-necked pigeon),Columba livia (ruff-necked pigeon),Columba livia livia
Columbiformes,Columbidae,Columba,livia,(tumbler pigeon),Columba livia (tumbler pigeon),Columba livia livia
Columbiformes,Columbidae,Columba,livia,(wing-footed pigeon),Columba livia (wing-footed pigeon),Columba livia livia
Columbiformes,Columbidae,Columba,mayeri,NA,Columba mayeri NA,Nesoenas mayeri
Columbiformes,Columbidae,Columba,sp,NA,Columba sp NA,Columba sp
Columbiformes,Columbidae,Columba,vitiensis,griseigularis,Columba vitiensis griseigularis,Columba vitiensis griseogularis
Columbiformes,Columbidae,Ducula,aenea,aenothorax,Ducula aenea aenothorax,Ducula oenothorax
Columbiformes,Columbidae,Ducula,aenea,chalybura,Ducula aenea chalybura,Ducula aenea aenea
Columbiformes,Columbidae,Ducula,sp,NA,Ducula sp NA,Ducula sp
Columbiformes,Columbidae,Ducula,spilorrhoa,spilorrhoa,Ducula spilorrhoa spilorrhoa,Ducula spilorrhoa
Columbiformes,Columbidae,Gallicolumba,criniger,bartletti,Gallicolumba criniger bartletti,Gallicolumba crinigera bartletti
Columbiformes,Columbidae,Geotrygon,costaricensis,NA,Geotrygon costaricensis NA,Zentrygon costaricensis
Columbiformes,Columbidae,Geotrygon,frenata,bourcieri,Geotrygon frenata bourcieri,Zentrygon frenata bourcieri
Columbiformes,Columbidae,Geotrygon,linearis,albifacies,Geotrygon linearis albifacies,Zentrygon albifacies
Columbiformes,Columbidae,Geotrygon,linearis,chiriquensis,Geotrygon linearis chiriquensis,Zentrygon chiriquensis
Columbiformes,Columbidae,Geotrygon,linearis,linearis,Geotrygon linearis linearis,Zentrygon linearis linearis
Columbiformes,Columbidae,Geotrygon,saphirina,purpurata,Geotrygon saphirina purpurata,Geotrygon purpurata
Columbiformes,Columbidae,Geotrygon,veraguensis,NA,Geotrygon veraguensis NA,Leptotrygon veraguensis
Columbiformes,Columbidae,Goura,cristata,minor,Goura cristata minor,Goura cristata
Columbiformes,Columbidae,Macropygia,nigrirostris,major,Macropygia nigrirostris major,Macropygia nigrirostris
Columbiformes,Columbidae,Macropygia,nigrirostris,nigrirostris,Macropygia nigrirostris nigrirostris,Macropygia nigrirostris
Columbiformes,Columbidae,Patagioenas,cayennensis,tamboensis,Patagioenas cayennensis tamboensis,Patagioenas cayennensis pallidicrissa
Columbiformes,Columbidae,Patagioenas,fasciata,monilis,Patagioenas fasciata monilis,Patagioenas fasciata fasciata
Columbiformes,Columbidae,Patagioenas,NA,NA,Patagioenas NA,Patagioenas sp
Columbiformes,Columbidae,Petrophassa,ferruginea,ferruginea,Petrophassa ferruginea ferruginea,Geophaps plumifera ferruginea
Columbiformes,Columbidae,Petrophassa,plumifera,NA,Petrophassa plumifera NA,Geophaps plumifera
Columbiformes,Columbidae,Petrophassa,scripta,NA,Petrophassa scripta NA,Geophaps scripta
Columbiformes,Columbidae,Petrophassa,scripta,scripta,Petrophassa scripta scripta,Geophaps scripta scripta
Columbiformes,Columbidae,Ptilinopus,magnificus,interpositus,Ptilinopus magnificus interpositus,Ptilinopus magnificus poliurus
Columbiformes,Columbidae,Ptilinopus,ornatus,kaporensis,Ptilinopus ornatus kaporensis,Ptilinopus ornatus ornatus
Columbiformes,Columbidae,Ptilinopus,porphyrea,NA,Ptilinopus porphyrea NA,Ptilinopus porphyraceus
Columbiformes,Columbidae,Ptilinopus,superbus,temmincki,Ptilinopus superbus temmincki,Ptilinopus superbus temminckii
Columbiformes,Columbidae,Ptilinopus,superbus,temminclcii,Ptilinopus superbus temminclcii,Ptilinopus superbus temminckii
Columbiformes,Columbidae,Streptopelia,risoria,NA,Streptopelia risoria NA,Streptopelia roseogrisea
Columbiformes,Columbidae,Treron,calva,delalandii,Treron calva delalandii,Treron calvus delalandii
Columbiformes,Columbidae,Treron,calva,granti,Treron calva granti,Treron calvus granti
Columbiformes,Columbidae,Treron,calva,wakefieldi,Treron calva wakefieldi,Treron calvus wakefieldii
Columbiformes,Columbidae,Treron,curvirostra,nipalensis,Treron curvirostra nipalensis,Treron curvirostra nipalensis
Columbiformes,Columbidae,Treron,pompadora,conoveri,Treron pompadora conoveri,Treron phayrei conoveri
Columbiformes,Columbidae,Treron,sieboldii,sororius,Treron sieboldii sororius,Treron sieboldii sororius
Columbiformes,Columbidae,Treron,sphenura,sphenura,Treron sphenura sphenura,Treron sphenurus sphenurus
Columbiformes,Columbidae,Treron,teysmanni,NA,Treron teysmanni NA,Treron teysmannii
Columbiformes,Columbidae,Turtur,senegalensis,senegalensis,Turtur senegalensis senegalensis,Spilopelia senegalensis senegalensis
Columbiformes,Columbidae,Turtur,tympanistria,tympanistria,Turtur tympanistria tympanistria,Turtur tympanistria
Columbiformes,Columbidae,Zenaida,asiatica,clara,Zenaida asiatica clara,Zenaida asiatica mearnsi
Columbiformes,Columbidae,Zenaida,auriculata,virgata,Zenaida auriculata virgata,Zenaida auriculata chrysauchenia
Columbiformes,Columbidae,Zenaida,macroura,graysoni,Zenaida macroura graysoni,Zenaida graysoni
Passeriformes,Conopophagidae,Corythopis,torquata,anthoides,Corythopis torquata anthoides,Corythopis torquatus anthoides
Passeriformes,Corvidae,Aphelocoma,californica,cyanotis,Aphelocoma californica cyanotis,Aphelocoma woodhouseii cyanotis
Passeriformes,Corvidae,Aphelocoma,californica,dcalifornca,Aphelocoma californica dcalifornca,Aphelocoma californica californica
Passeriformes,Corvidae,Aphelocoma,californica,monilis,Aphelocoma californica monilis,Aphelocoma californica californica
Passeriformes,Corvidae,Aphelocoma,californica,nevadae,Aphelocoma californica nevadae,Aphelocoma woodhouseii nevadae
Passeriformes,Corvidae,Aphelocoma,californica,remota,Aphelocoma californica remota,Aphelocoma woodhouseii remota
Passeriformes,Corvidae,Aphelocoma,californica,texana,Aphelocoma californica texana,Aphelocoma woodhouseii texana
Passeriformes,Corvidae,Aphelocoma,californica,woodhouseii,Aphelocoma californica woodhouseii,Aphelocoma woodhouseii woodhouseii
Passeriformes,Corvidae,Calocitta,colliei,colliei,Calocitta colliei colliei,Calocitta colliei
Passeriformes,Corvidae,Cyanocorax,morio,cyanogenys,Cyanocorax morio cyanogenys,Psilorhinus morio morio
Passeriformes,Corvidae,Cyanolyca,sp,NA,Cyanolyca sp NA,Cyanolyca sp
Passeriformes,Corvidae,Cyanopica,cyana,swainhowi,Cyanopica cyana swainhowi,Cyanopica cyanus swinhoei
Passeriformes,Corvidae,Palaeocorax,moriorum,NA,Palaeocorax moriorum NA,Palaeocorax moriorum
Passeriformes,Cotingidae,Cephalopterus,ornatus,ornatus,Cephalopterus ornatus ornatus,Cephalopterus ornatus
Passeriformes,Cotingidae,Lipaugus,unirufus,clarus,Lipaugus unirufus clarus,Lipaugus unirufus
Passeriformes,Cotingidae,Pachyramphus,aglaiae,richmondi,Pachyramphus aglaiae richmondi,Pachyramphus aglaiae albiventris
Passeriformes,Cotingidae,Pachyramphus,polychopterus,niger,Pachyramphus polychopterus niger,Pachyramphus niger
Passeriformes,Cotingidae,Tityra,cayana,candida,Tityra cayana candida,Tityra cayana cayana
Passeriformes,Cotingidae,Xipholena,lamelipennis,NA,Xipholena lamelipennis NA,Xipholena lamellipennis
Galliformes,Cracidae,Aburria,jacutinga,NA,Aburria jacutinga NA,Pipile jacutinga
Galliformes,Cracidae,Aburria,pipile,cumanensis,Aburria pipile cumanensis,Pipile cumanensis
Galliformes,Cracidae,Aburria,pipile,NA,Aburria pipile NA,Pipile pipile
Galliformes,Cracidae,Crax,mitu,NA,Crax mitu NA,Mitu mitu
Galliformes,Cracidae,Crax,mitu,tiberosus,Crax mitu tiberosus,Mitu tuberosum
Galliformes,Cracidae,Crax,mitu,tuberosa,Crax mitu tuberosa,Mitu tuberosum
Galliformes,Cracidae,Ortalis,leucogaster,NA,Ortalis leucogaster NA,Ortalis leucogastra
Galliformes,Cracidae,Ortalis,motmot,columbiana,Ortalis motmot columbiana,Ortalis columbiana
Galliformes,Cracidae,Ortalis,motmot,guttata,Ortalis motmot guttata,Ortalis guttata
Galliformes,Cracidae,Ortalis,motmot,superciliaris,Ortalis motmot superciliaris,Ortalis superciliaris
Galliformes,Cracidae,Ortalis,poliocephala,lajuelae,Ortalis poliocephala lajuelae,Ortalis poliocephala
Galliformes,Cracidae,Ortalis,poliocephala,wagleri,Ortalis poliocephala wagleri,Ortalis wagleri
Cuculiformes,Cuculidae,Centropus,benghalensis,benghalensis,Centropus benghalensis benghalensis,Centropus bengalensis bengalensis
Cuculiformes,Cuculidae,Centropus,toulou,grillii,Centropus toulou grillii,Centropus grillii
Cuculiformes,Cuculidae,Chalcites,lucidus,lucidus(?),Chalcites lucidus lucidus(?),Chrysococcyx lucidus lucidus
Cuculiformes,Cuculidae,Cuculus,poliocephalus,poliocephalus,Cuculus poliocephalus poliocephalus,Cuculus poliocephalus
Cuculiformes,Cuculidae,Cuculus,saturatus,saturatus,Cuculus saturatus saturatus,Cuculus saturatus
Cuculiformes,Cuculidae,Cuculus,solitarius,solitarius,Cuculus solitarius solitarius,Cuculus solitarius
Cuculiformes,Cuculidae,Cuculus,sparverioides,sparverioides,Cuculus sparverioides sparverioides,Hierococcyx sparverioides
Cuculiformes,Cuculidae,Piaya,cayana,guianensis,Piaya cayana guianensis,Piaya cayana
Passeriformes,Dendrocolaptidae,Campylorhamphus,sp,NA,Campylorhamphus sp NA,Campylorhamphus sp
Passeriformes,Dendrocolaptidae,Dendrocincla,tyrannina,lafresnayei,Dendrocincla tyrannina lafresnayei,Dendrocincla tyrannina
Passeriformes,Dendrocolaptidae,Dendrocolaptes,certhia,sanctithomae,Dendrocolaptes certhia sanctithomae,Dendrocolaptes sanctithomae sanctithomae
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,albigularis,Glyphorhynchus spirurus albigularis,Glyphorynchus spirurus albigularis
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,cuneatus,Glyphorhynchus spirurus cuneatus,Glyphorynchus spirurus cuneatus
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,inornatus,Glyphorhynchus spirurus inornatus,Glyphorynchus spirurus inornatus
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,integratus,Glyphorhynchus spirurus integratus,Glyphorynchus spirurus integratus
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,NA,Glyphorhynchus spirurus NA,Glyphorynchus spirurus
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,paraensis,Glyphorhynchus spirurus paraensis,Glyphorynchus spirurus paraensis
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,pectoralis,Glyphorhynchus spirurus pectoralis,Glyphorynchus spirurus pectoralis
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,rufigularis,Glyphorhynchus spirurus rufigularis,Glyphorynchus spirurus rufigularis
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,spirurus,Glyphorhynchus spirurus spirurus,Glyphorynchus spirurus spirurus
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,sublestus,Glyphorhynchus spirurus sublestus,Glyphorynchus spirurus pectoralis
Passeriformes,Dendrocolaptidae,Lepidocolaptes,affinis?,NA,Lepidocolaptes affinis? NA,Lepidocolaptes affinis
Passeriformes,Dendrocolaptidae,Lepidocolaptes,albolineatus,albolineatus,Lepidocolaptes albolineatus albolineatus,Lepidocolaptes albolineatus
Passeriformes,Dendrocolaptidae,Lepidocolaptes,albolineatus,layardi,Lepidocolaptes albolineatus layardi,Lepidocolaptes fuscicapillus layardi
Passeriformes,Dendrocolaptidae,Lepidocolaptes,sp,NA,Lepidocolaptes sp NA,Lepidocolaptes sp
Passeriformes,Dendrocolaptidae,Xiphorhynchus,eytoni,NA,Xiphorhynchus eytoni NA,Xiphorhynchus guttatus eytoni
Passeriformes,Dendrocolaptidae,Xiphorhynchus,spixii,buenavistae,Xiphorhynchus spixii buenavistae,Xiphorhynchus elegans buenavistae
Passeriformes,Dicaeidae,Dicaeum,chrysorrheum,chrysoclore,Dicaeum chrysorrheum chrysoclore,Dicaeum chrysorrheum chrysochlore
