"","IOC_seq","emu_fullname","emu_order","emu_family","emu_genus","emu_species","emu_subspecies","new_fullname","new_order","new_family","new_genus","new_species","new_subspecies","namechange","familychange","orderchange"
"2466",7619,"Anastomus lamelligerus lamelligerus","Ciconiiformes","Ciconiidae","Anastomus","lamelligerus","lamelligerus","Anastomus lamelligerus lamelligerus","Ciconiiformes","Ciconiidae","Anastomus","lamelligerus","lamelligerus","No","No","No"
"2467",7621,"Anastomus oscitans ","Ciconiiformes","Ciconiidae","Anastomus","oscitans","","Anastomus oscitans ","Ciconiiformes","Ciconiidae","Anastomus","oscitans","","No","No","No"
"2468",7622,"Leptoptilos crumeniferus ","Ciconiiformes","Ciconiidae","Leptoptilos","crumeniferus","","Leptoptilos crumenifer ","Ciconiiformes","Ciconiidae","Leptoptilos","crumenifer","","Yes","No","No"
"2469",7623,"Leptoptilos javanicus ","Ciconiiformes","Ciconiidae","Leptoptilos","javanicus","","Leptoptilos javanicus ","Ciconiiformes","Ciconiidae","Leptoptilos","javanicus","","No","No","No"
"2470",7625,"Mycteria americana ","Ciconiiformes","Ciconiidae","Mycteria","americana","","Mycteria americana ","Ciconiiformes","Ciconiidae","Mycteria","americana","","No","No","No"
"2471",7626,"Mycteria ibis ","Ciconiiformes","Ciconiidae","Mycteria","ibis","","Mycteria ibis ","Ciconiiformes","Ciconiidae","Mycteria","ibis","","No","No","No"
"2472",7627,"Mycteria leucocephala ","Ciconiiformes","Ciconiidae","Mycteria","leucocephala","","Mycteria leucocephala ","Ciconiiformes","Ciconiidae","Mycteria","leucocephala","","No","No","No"
"2473",7628,"Mycteria cinerea ","Ciconiiformes","Ciconiidae","Mycteria","cinerea","","Mycteria cinerea ","Ciconiiformes","Ciconiidae","Mycteria","cinerea","","No","No","No"
"2474",7629,"Jabiru mycteria ","Ciconiiformes","Ciconiidae","Jabiru","mycteria","","Jabiru mycteria ","Ciconiiformes","Ciconiidae","Jabiru","mycteria","","No","No","No"
"2475",7630,"Ephippiorhynchus senegalensis ","Ciconiiformes","Ciconiidae","Ephippiorhynchus","senegalensis","","Ephippiorhynchus senegalensis ","Ciconiiformes","Ciconiidae","Ephippiorhynchus","senegalensis","","No","No","No"
"2476",7634,"Ciconia abdimii ","Ciconiiformes","Ciconiidae","Ciconia","abdimii","","Ciconia abdimii ","Ciconiiformes","Ciconiidae","Ciconia","abdimii","","No","No","No"
"2477",7638,"Ciconia stormi ","Ciconiiformes","Ciconiidae","Ciconia","stormi","","Ciconia stormi ","Ciconiiformes","Ciconiidae","Ciconia","stormi","","No","No","No"
"2478",7640,"Ciconia nigra ","Ciconiiformes","Ciconiidae","Ciconia","nigra","","Ciconia nigra ","Ciconiiformes","Ciconiidae","Ciconia","nigra","","No","No","No"
"2479",7641,"Ciconia maguari ","Ciconiiformes","Ciconiidae","Ciconia","maguari","","Ciconia maguari ","Ciconiiformes","Ciconiidae","Ciconia","maguari","","No","No","No"
"2480",7642,"Ciconia episcopus microscelis","Ciconiiformes","Ciconiidae","Ciconia","episcopus","microscelis","Ciconia microscelis ","Ciconiiformes","Ciconiidae","Ciconia","microscelis","","Yes","No","No"
"2481",7644,"Ciconia ciconia ","Ciconiiformes","Ciconiidae","Ciconia","ciconia","","Ciconia ciconia ","Ciconiiformes","Ciconiidae","Ciconia","ciconia","","No","No","No"
"2482",7645,"Ciconia ciconia ciconia","Ciconiiformes","Ciconiidae","Ciconia","ciconia","ciconia","Ciconia ciconia ciconia","Ciconiiformes","Ciconiidae","Ciconia","ciconia","ciconia","No","No","No"
"2483",7647,"Ciconia ciconia boyciana","Ciconiiformes","Ciconiidae","Ciconia","ciconia","boyciana","Ciconia boyciana ","Ciconiiformes","Ciconiidae","Ciconia","boyciana","","Yes","No","No"
"2484",7647,"Ciconia boyciana ","Ciconiiformes","Ciconiidae","Ciconia","boyciana","","Ciconia boyciana ","Ciconiiformes","Ciconiidae","Ciconia","boyciana","","No","No","No"
"2485",7651,"Fregata magnificens ","Pelecaniformes","Fregatidae","Fregata","magnificens","","Fregata magnificens ","Suliformes","Fregatidae","Fregata","magnificens","","No","No","Yes"
"2486",7655,"Fregata minor ","Pelecaniformes","Fregatidae","Fregata","minor","","Fregata minor ","Suliformes","Fregatidae","Fregata","minor","","No","No","Yes"
"2487",7659,"Fregata minor palmerstoni","Pelecaniformes","Fregatidae","Fregata","minor","palmerstoni","Fregata minor palmerstoni","Suliformes","Fregatidae","Fregata","minor","palmerstoni","No","No","Yes"
"2488",7660,"Fregata minor ridgwayi","Pelecaniformes","Fregatidae","Fregata","minor","ridgwayi","Fregata minor ridgwayi","Suliformes","Fregatidae","Fregata","minor","ridgwayi","No","No","Yes"
"2489",7664,"Fregata ariel ariel","Pelecaniformes","Fregatidae","Fregata","ariel","ariel","Fregata ariel ariel","Suliformes","Fregatidae","Fregata","ariel","ariel","No","No","Yes"
"2490",7665,"Morus bassanus ","Pelecaniformes","Sulidae","Morus","bassanus","","Morus bassanus ","Suliformes","Sulidae","Morus","bassanus","","No","No","Yes"
"2491",7666,"Morus capensis ","Pelecaniformes","Sulidae","Morus","capensis","","Morus capensis ","Suliformes","Sulidae","Morus","capensis","","No","No","Yes"
"2492",7669,"Sula nebouxii ","Pelecaniformes","Sulidae","Sula","nebouxii","","Sula nebouxii ","Suliformes","Sulidae","Sula","nebouxii","","No","No","Yes"
"2493",7670,"Sula nebouxii nebouxii","Pelecaniformes","Sulidae","Sula","nebouxii","nebouxii","Sula nebouxii nebouxii","Suliformes","Sulidae","Sula","nebouxii","nebouxii","No","No","Yes"
"2494",7672,"Sula variegata ","Pelecaniformes","Sulidae","Sula","variegata","","Sula variegata ","Suliformes","Sulidae","Sula","variegata","","No","No","Yes"
"2495",7673,"Sula dactylatra ","Pelecaniformes","Sulidae","Sula","dactylatra","","Sula dactylatra ","Suliformes","Sulidae","Sula","dactylatra","","No","No","Yes"
"2496",7677,"Sula dactylatra personata","Pelecaniformes","Sulidae","Sula","dactylatra","personata","Sula dactylatra personata","Suliformes","Sulidae","Sula","dactylatra","personata","No","No","Yes"
"2497",7677,"Sula dactylatra californica","Pelecaniformes","Sulidae","Sula","dactylatra","californica","Sula dactylatra personata","Suliformes","Sulidae","Sula","dactylatra","personata","Yes","No","Yes"
"2498",7678,"Sula granti ","Pelecaniformes","Sulidae","Sula","granti","","Sula granti ","Suliformes","Sulidae","Sula","granti","","No","No","Yes"
"2499",7680,"Sula sula ","Pelecaniformes","Sulidae","Sula","sula","","Sula sula ","Suliformes","Sulidae","Sula","sula","","No","No","Yes"
"2500",7682,"Sula sula rubripes","Pelecaniformes","Sulidae","Sula","sula","rubripes","Sula sula rubripes","Suliformes","Sulidae","Sula","sula","rubripes","No","No","Yes"
"2501",7683,"Sula sula websteri","Pelecaniformes","Sulidae","Sula","sula","websteri","Sula sula websteri","Suliformes","Sulidae","Sula","sula","websteri","No","No","Yes"
"2502",7684,"Sula leucogaster ","Pelecaniformes","Sulidae","Sula","leucogaster","","Sula leucogaster ","Suliformes","Sulidae","Sula","leucogaster","","No","No","Yes"
"2503",7685,"Sula leucogaster leucogaster","Pelecaniformes","Sulidae","Sula","leucogaster","leucogaster","Sula leucogaster leucogaster","Suliformes","Sulidae","Sula","leucogaster","leucogaster","No","No","Yes"
"2504",7686,"Sula leucogaster brewsteri","Pelecaniformes","Sulidae","Sula","leucogaster","brewsteri","Sula leucogaster brewsteri","Suliformes","Sulidae","Sula","leucogaster","brewsteri","No","No","Yes"
"2505",7686,"Sula leucogaster nesiotes","Pelecaniformes","Sulidae","Sula","leucogaster","nesiotes","Sula leucogaster brewsteri","Suliformes","Sulidae","Sula","leucogaster","brewsteri","Yes","No","Yes"
"2506",7687,"Sula leucogaster etesiaca","Pelecaniformes","Sulidae","Sula","leucogaster","etesiaca","Sula leucogaster etesiaca","Suliformes","Sulidae","Sula","leucogaster","etesiaca","No","No","Yes"
"2507",7688,"Sula leucogaster plotus","Pelecaniformes","Sulidae","Sula","leucogaster","plotus","Sula leucogaster plotus","Suliformes","Sulidae","Sula","leucogaster","plotus","No","No","Yes"
"2508",7689,"Anhinga melanogaster ","Pelecaniformes","Anhingidae","Anhinga","melanogaster","","Anhinga melanogaster ","Suliformes","Anhingidae","Anhinga","melanogaster","","No","No","Yes"
"2509",7691,"Anhinga rufa ","Pelecaniformes","Anhingidae","Anhinga","rufa","","Anhinga rufa ","Suliformes","Anhingidae","Anhinga","rufa","","No","No","Yes"
"2510",7692,"Anhinga rufa rufa","Pelecaniformes","Anhingidae","Anhinga","rufa","rufa","Anhinga rufa rufa","Suliformes","Anhingidae","Anhinga","rufa","rufa","No","No","Yes"
"2511",7695,"Anhinga novaehollandiae ","Pelecaniformes","Anhingidae","Anhinga","novaehollandiae","","Anhinga novaehollandiae ","Suliformes","Anhingidae","Anhinga","novaehollandiae","","No","No","Yes"
"2512",7698,"Anhinga anhinga ","Pelecaniformes","Anhingidae","Anhinga","anhinga","","Anhinga anhinga ","Suliformes","Anhingidae","Anhinga","anhinga","","No","No","Yes"
"2513",7699,"Anhinga anhinga leucogaster","Pelecaniformes","Anhingidae","Anhinga","anhinga","leucogaster","Anhinga anhinga leucogaster","Suliformes","Anhingidae","Anhinga","anhinga","leucogaster","No","No","Yes"
"2514",7701,"Phalacrocorax pygmaeus ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","pygmaeus","","Microcarbo pygmaeus ","Suliformes","Phalacrocoracidae","Microcarbo","pygmaeus","","Yes","No","Yes"
"2515",7702,"Halietor africanus ","Pelecaniformes","Phalacrocoracidae","Halietor","africanus","","Microcarbo africanus","Suliformes","Phalacrocoracidae","Microcarbo","africanus","africanus","Yes","No","Yes"
"2516",7703,"Halietor africanus africanus","Pelecaniformes","Phalacrocoracidae","Halietor","africanus","africanus","Microcarbo africanus africanus","Suliformes","Phalacrocoracidae","Microcarbo","africanus","africanus","Yes","No","Yes"
"2517",7707,"Halietor niger ","Pelecaniformes","Phalacrocoracidae","Halietor","niger","","Microcarbo niger","Suliformes","Phalacrocoracidae","Microcarbo","niger","niger","Yes","No","Yes"
"2518",7708,"Halietor melanoleucos ","Pelecaniformes","Phalacrocoracidae","Halietor","melanoleucos","","Microcarbo melanoleucos","Suliformes","Phalacrocoracidae","Microcarbo","melanoleucos","melanoleucos","Yes","No","Yes"
"2519",7711,"Halietor melanoleucos brevirostris","Pelecaniformes","Phalacrocoracidae","Halietor","melanoleucos","brevirostris","Microcarbo melanoleucos brevirostris","Suliformes","Phalacrocoracidae","Microcarbo","melanoleucos","brevirostris","Yes","No","Yes"
"2520",7712,"Phalacrocorax gaimardi ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","gaimardi","","Poikilocarbo gaimardi ","Suliformes","Phalacrocoracidae","Poikilocarbo","gaimardi","","Yes","No","Yes"
"2521",7713,"Phalacrocorax penicillatus ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","penicillatus","","Urile penicillatus ","Suliformes","Phalacrocoracidae","Urile","penicillatus","","Yes","No","Yes"
"2522",7714,"Phalacrocorax urile ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","urile","","Urile urile ","Suliformes","Phalacrocoracidae","Urile","urile","","Yes","No","Yes"
"2523",7715,"Phalacrocorax pelagicus ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","pelagicus","","Urile pelagicus ","Suliformes","Phalacrocoracidae","Urile","pelagicus","","Yes","No","Yes"
"2524",7716,"Phalacrocorax pelagicus pelagicus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","pelagicus","pelagicus","Urile pelagicus pelagicus","Suliformes","Phalacrocoracidae","Urile","pelagicus","pelagicus","Yes","No","Yes"
"2525",7717,"Phalacrocorax pelagicus resplendens","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","pelagicus","resplendens","Urile pelagicus resplendens","Suliformes","Phalacrocoracidae","Urile","pelagicus","resplendens","Yes","No","Yes"
"2526",7723,"Phalacrocorax punctatus ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","punctatus","","Phalacrocorax punctatus ","Suliformes","Phalacrocoracidae","Phalacrocorax","punctatus","","No","No","Yes"
"2527",7730,"Phalacrocorax sulcirostris ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","sulcirostris","","Phalacrocorax sulcirostris ","Suliformes","Phalacrocoracidae","Phalacrocorax","sulcirostris","","No","No","Yes"
"2528",7732,"Phalacrocorax capensis ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","capensis","","Phalacrocorax capensis ","Suliformes","Phalacrocoracidae","Phalacrocorax","capensis","","No","No","Yes"
"2529",7735,"Phalacrocorax carbo lucidus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","carbo","lucidus","Phalacrocorax carbo lucidus","Suliformes","Phalacrocoracidae","Phalacrocorax","carbo","lucidus","No","No","Yes"
"2530",7736,"Phalacrocorax carbo ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","carbo","","Phalacrocorax carbo ","Suliformes","Phalacrocoracidae","Phalacrocorax","carbo","","No","No","Yes"
"2531",7738,"Phalacrocorax carbo sinensis","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","carbo","sinensis","Phalacrocorax carbo sinensis","Suliformes","Phalacrocoracidae","Phalacrocorax","carbo","sinensis","No","No","Yes"
"2532",7741,"Phalacrocorax carbo novaehollandiae","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","carbo","novaehollandiae","Phalacrocorax carbo novaehollandiae","Suliformes","Phalacrocoracidae","Phalacrocorax","carbo","novaehollandiae","No","No","Yes"
"2533",7746,"Nannopterum harrisi ","Pelecaniformes","Phalacrocoracidae","Nannopterum","harrisi","","Nannopterum harrisi ","Suliformes","Phalacrocoracidae","Nannopterum","harrisi","","No","No","Yes"
"2534",7748,"Phalacrocorax brasilianus mexicanus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","brasilianus","mexicanus","Nannopterum brasilianum mexicanum","Suliformes","Phalacrocoracidae","Nannopterum","brasilianum","mexicanum","Yes","No","Yes"
"2535",7749,"Phalacrocorax brasilianus brasilianus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","brasilianus","brasilianus","Nannopterum brasilianum brasilianum","Suliformes","Phalacrocoracidae","Nannopterum","brasilianum","brasilianum","Yes","No","Yes"
"2536",7750,"Phalacrocorax auritus ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","auritus","","Nannopterum auritum ","Suliformes","Phalacrocoracidae","Nannopterum","auritum","","Yes","No","Yes"
"2537",7751,"Phalacrocorax auritus cincinatus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","auritus","cincinatus","Nannopterum auritum cincinatum","Suliformes","Phalacrocoracidae","Nannopterum","auritum","cincinatum","Yes","No","Yes"
"2538",7752,"Phalacrocorax auritus albociliatus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","auritus","albociliatus","Nannopterum auritum albociliatum","Suliformes","Phalacrocoracidae","Nannopterum","auritum","albociliatum","Yes","No","Yes"
"2539",7753,"Phalacrocorax auritus auritus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","auritus","auritus","Nannopterum auritum auritum","Suliformes","Phalacrocoracidae","Nannopterum","auritum","auritum","Yes","No","Yes"
"2540",7754,"Phalacrocorax auritus floridanus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","auritus","floridanus","Nannopterum auritum floridanum","Suliformes","Phalacrocoracidae","Nannopterum","auritum","floridanum","Yes","No","Yes"
"2541",7756,"Phalacrocorax magellanicus ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","magellanicus","","Leucocarbo magellanicus ","Suliformes","Phalacrocoracidae","Leucocarbo","magellanicus","","Yes","No","Yes"
"2542",7757,"Phalacrocorax bougainvillii ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","bougainvillii","","Leucocarbo bougainvillii ","Suliformes","Phalacrocoracidae","Leucocarbo","bougainvillii","","Yes","No","Yes"
"2543",7757,"Phalacrocorax bougainvilli ","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","bougainvilli","","Leucocarbo bougainvillii","Suliformes","Phalacrocoracidae","Leucocarbo","bougainvillii","bougainvillii","Yes","No","Yes"
"2544",7773,"Phalacrocorax atriceps atriceps","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","atriceps","atriceps","Leucocarbo atriceps atriceps","Suliformes","Phalacrocoracidae","Leucocarbo","atriceps","atriceps","Yes","No","Yes"
"2545",7788,"Threskiornis aethiopicus ","Ciconiiformes","Threskiornithidae","Threskiornis","aethiopicus","","Threskiornis aethiopicus ","Pelecaniformes","Threskiornithidae","Threskiornis","aethiopicus","","No","No","Yes"
"2546",7789,"Threskiornis aethiopicus aethiopicus","Ciconiiformes","Threskiornithidae","Threskiornis","aethiopicus","aethiopicus","Threskiornis aethiopicus ","Pelecaniformes","Threskiornithidae","Threskiornis","aethiopicus","","Yes","No","Yes"
