LACM,Collector,Taxon,Family,Order,Field,Sex,LAF,Age,SpecNat,Measurements,Gonads,Weight,Date,Year,Locality
123984,CALIFORNIA WILDLIFE CENTER,Zonotrichia leucophrys gambelii : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,23-649,F,9907,Adult,SW,WS=220,OVARY = 4.5 X 3.5; GRANULAR,17.52,4/12/2023,2023,"CHATSWORTH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 15 26.16 N, 118 36 7.767 W"
123985,CALIFORNIA WILDLIFE CENTER,Aeronautes saxatalis saxatalis : Apodidae : Apodiformes - Subspecies,Apodidae,Apodiformes,23-648,F,9905,Adult,SW,WS=302; W=139,OVARY = 5 X 3; GRANULAR,22,4/12/2023,2023,BOYLE HEIGHTS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122298,CALIFORNIA WILDLIFE CENTER,Carpodacus purpureus californicus : Fringillidae : Passeriformes - Subspecies,Fringillidae,Passeriformes,21-0256,F,9559,,SS,W = 77,"OVARY = 4.0 X 2.5, SMOOTH",21.6,2/24/2021,2021,"LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34   N, 118 15  W"
112497,CALIFORNIA WILDLIFE CENTER,Carduelis psaltria hesperophila : Fringillidae : Passeriformes - Subspecies,Fringillidae,Passeriformes,2657,F,,,SN,W=63,"OV= 3 X 2, GRANULAR",8,2/23/2003,2003,"700 BLOCK COUNTRY CLUB DR : BURBANK : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 24.136 N, 118 20 27.4 W"
120041,CALIFORNIA WILDLIFE CENTER,Regulus calendula ssp : Regulidae : Passeriformes - Subspecies,Regulidae,Passeriformes,13-3705,M,8062,,SN,C=6.5; W=59; TAIL=45,,5.5,11/19/2013,2013,800 BLK CLOUSE CIRCLE : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120050,CALIFORNIA WILDLIFE CENTER,Zonotrichia leucophrys gambelii : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,13-3669,F,,,SN,C=10.7; W=76; T=21.0; TAIL=74,"OV-SMALL, SMOOTH",,11/12/2013,2013,6100 BKL DENNY AVE : NORTH HOLLYWOOD : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
123896,CALIFORNIA WILDLIFE CENTER,Nycticorax nycticorax hoactli : Ardeidae : Ciconiiformes - Subspecies,Ardeidae,Pelecaniformes,19-3400,M,9820,Adult,SW,,LT = 12 X 2; RT = 15 X 2,880.1,10/1/2019,2019,23000 BLOCK PACIFIC COAST HIGHWAY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
123924,CALIFORNIA WILDLIFE CENTER,Branta hutchinsii leucopareia : Anatidae : Anseriformes - Subspecies,Anatidae,Anseriformes,3531,M,9837,Adult,SW,,LT = 10 X 2; RT = 7 X 3; PALE,758,10/16/2021,2021,8800 BLOCK SAN PEDRO ST : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
124002,CALIFORNIA WILDLIFE CENTER,Aphelocoma californica obscura : Corvidae : Passeriformes - Subspecies,Corvidae,Passeriformes,1034,F,,Adult,SS,"123, 136",OVARY = 5 X 3,67.4,2/2/2002,2002,"600 BLOCK CAVANAUGH : GLENDALE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 8 34.229 N, 118 15 5.19 W"
120006,CALIFORNIA WILDLIFE CENTER,Falco columbarius columbarius : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,14-0058,F,8169,,SS,,L OVARY 9 X 5; R OVARY 7 X 3,168,1/23/2014,2014,ADDISON AVE : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120016,CALIFORNIA WILDLIFE CENTER,Catharus guttatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,14-0461,U,8199,,SS,,,22,3/22/2014,2014,13400 BLK BAYLISS RD : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120045,CALIFORNIA WILDLIFE CENTER,Chamaea fasciata henshawi : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,13-2647,M,,,SN,,"LT=2X1; RT=1X1, BLACK",,8/1/2013,2013,BELL CANYON BL AT CONCORD : WEST HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120037,CALIFORNIA WILDLIFE CENTER,Larus californicus : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,10-0152,F,7433,,SN,C=49.3; W=391; T=57.2; TAIL=152,"OV=14X5, L FOLL=2",584,2/3/2010,2010,7000 BLK HOLLYWOOD BL : HOLLYWOOD : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120054,CALIFORNIA WILDLIFE CENTER,Sialia mexicana occidentalis : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,14-1687,M,8158,,SN,,LT=10X10; RT=9X9,24,5/20/2014,2014,THE GROVE SHOPPING CENTER : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120008,CALIFORNIA WILDLIFE CENTER,Accipiter striatus velox : Accipitridae : Falconiformes - Subspecies,Accipitridae,Accipitriformes,14-0151,F,8180,,SS,,"L O = 11 X 3, R O = 11 X 2.5",122,2/16/2014,2014,10600 BLOCK GLENOAKS AVE : PACOIMA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120017,CALIFORNIA WILDLIFE CENTER,Bombycilla cedrorum : Bombycillidae : Passeriformes - Species,Bombycillidae,Passeriformes,13-3913,F,8178,,SS,,"OV = 3 X 1, GRANULAR",28,1/11/2014,2014,12300 BLK DOROTHY ST : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120010,CALIFORNIA WILDLIFE CENTER,Calidris alba : Scolopacidae : Charadriiformes - Species,Scolopacidae,Charadriiformes,14-0428,M,8179,,SS,,LT = 3.5 X 2. RT = 3 X 2,38,3/22/2014,2014,LA COSTA BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120007,CALIFORNIA WILDLIFE CENTER,Falco columbarius columbarius : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,13-0114,F,8175,,SS,,"OVARY = 8 X 4, GRANULAR",194,2/18/2013,2013,RESEDA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120012,CALIFORNIA WILDLIFE CENTER,Pipilo crissalis senicula : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,14-2833,M,8176,,SS,,L+R T = 1.5 X 1.5,34,8/11/2014,2014,28300 BLK LAURA LA PLANTE : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120049,CALIFORNIA WILDLIFE CENTER,Dendroica coronata auduboni : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,13-3728,U,8141,,SN,,,8.8,11/27/2013,2013,30000 BLK MEDFORD PL : CASTAIC : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120009,CALIFORNIA WILDLIFE CENTER,Larus philadelphia : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,14-0263,M,8168,,SS,,"LT = 6 X 2, RT = 4 X 2",164,3/20/2014,2014,"TOPANGA STATE BEACH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 24.001 N, 118 34 54.447 W"
112115,CALIFORNIA WILDLIFE CENTER,Athene cunicularia hypugaea : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,2061,F,,,SS,,OV= 9 X 3.5,128,8/29/2002,2002,"WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 43.25 N, 118 36 58.607 W"
112319,CALIFORNIA WILDLIFE CENTER,Tyto alba pratincola : Tytonidae : Strigiformes - Subspecies,Tytonidae,Strigiformes,2136,F,,,SN,C=21.4 (FROM CERE); W=320; T=72.9; TAIL=132,OV= 19 X 6; LGST FOLL= 2 X 2,345,9/7/2002,2002,"LOS ANGELES ARBORETUM : ARCADIA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 8 23.030 N, 118 2 7.236 W"
111573,CALIFORNIA WILDLIFE CENTER,Mimus polyglottos leucopterus : Mimidae : Passeriformes - Subspecies,Mimidae,Passeriformes,,U,,,SN,C=17.0; W=107; T=29; TAIL=110,NOT FOUND,37.8,5/1/2000,2000,"AVENIDA DE ENCINAL : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
115529,CALIFORNIA WILDLIFE CENTER,Mimus polyglottos leucopterus : Mimidae : Passeriformes - Subspecies,Mimidae,Passeriformes,Oct-82,M,7507,,SS,,"L + R T = 1.5 X 1.0, BLACK",39.5,10/6/2010,2010,27000 BLK HELMOND DR : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
111185,CALIFORNIA WILDLIFE CENTER,Fulmarus glacialis rodgersii : Procellariidae : Procellariiformes - Subspecies,Procellariidae,Procellariiformes,,M,,,SS,,L+R TESTES= 3 X 1,380,00 AUG 1998,1998,"MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111155,CALIFORNIA WILDLIFE CENTER,Fulmarus glacialis rodgersii : Procellariidae : Procellariiformes - Subspecies,Procellariidae,Procellariiformes,2000-0594,M,,,SS,,LT = 3 X 1,,10/27/2000,2000,"MALIBU COLONY RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111258,CALIFORNIA WILDLIFE CENTER,Fulmarus glacialis rodgersii : Procellariidae : Procellariiformes - Subspecies,Procellariidae,Procellariiformes,,M,,,SN,C=39.0; W=296 (301 FLAT); T=53.6; TAIL=112,L+R TESTES= ~ 1 MM,,10/22/2000,2000,"POINT DUME : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112390,CALIFORNIA WILDLIFE CENTER,Megascops kennicottii bendirei : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,2677,F,,,SN,C=19.1; W=176; T=32.9; TAIL=69,"LO= 10 X 6; RO= 3 X 2, GRANULAR",112,3/1/2003,2003,"BELL CANYON : WEST HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 11 7.929 N, 118 38 57.314 W"
112488,CALIFORNIA WILDLIFE CENTER,Megascops kennicottii bendirei : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,2579,F,,,SN,,"OV= 12 X 5, GRANULAR",,1/29/2003,2003,"100 BLOCK OLD TOPANGA RD : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 5 37.033 N, 118 36 5.309 W"
115755,CALIFORNIA WILDLIFE CENTER,Megascops kennicottii bendirei : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,Nov-46,F,7658,,SS,,"OV = 10 X 5, LF = 2",,1/26/2011,2011,VIC VANOWEN AND DESOTO : CANOGA PARK : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
111196,CALIFORNIA WILDLIFE CENTER,Asio otus wilsonianus : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,,F,6051,,SS,W=284,"OV= 11 X 3, GRANULAR",222,1/15/2001,2001,"HIDDEN HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 43.568 N, 118 39 52.932 W"
111570,CALIFORNIA WILDLIFE CENTER,Bubo virginianus pacificus : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,,F,,,SN,C=42.5 (30.1 FROM CERE); W=373; T=55.4; TAIL=216,LO=17 X 8; RO=10 X 4,1120,11/12/2000,2000,"24600 BLOCK GARDENSTONE LN : WEST HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 11 7.929 N, 118 38 57.314 W"
111133,CALIFORNIA WILDLIFE CENTER,Bubo virginianus pacificus : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,,F,,,FB,W:360 (375 FLAT); T:218,"OV= 10 X 6, GRANULAR",1020,8/12/2000,2000,"22600 BLOCK HOLANDA RD : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 43.25 N, 118 36 58.607 W"
115735,CALIFORNIA WILDLIFE CENTER,Clangula hyemalis : Anatidae : Anseriformes - Species,Anatidae,Anseriformes,11-0562,M,7608,,SS,,L T = 8 X 1; R T = 10 X 2,460,4/8/2011,2011,MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115736,CALIFORNIA WILDLIFE CENTER,Cerorhinca monocerata : Alcidae : Charadriiformes - Species,Alcidae,Charadriiformes,11-0536,F,7609,,SS,,"OV = 12 X 5.5, GRANULAR",394,4/6/2011,2011,TOPANGA BEACH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115506,CALIFORNIA WILDLIFE CENTER,Sterna elegans : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,Oct-92,M,7526,,SS,,L T = 3 X 2; R T = 2.5 X 2,214,7/1/2010,2010,MALIBU LAGOON : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115737,CALIFORNIA WILDLIFE CENTER,Sterna elegans : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,11-0176,M,7607,,SS,,L T = 11.0 X 5.5; R T = 9.0 X 5.6,,4/12/2011,2011,VENICE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115244,CALIFORNIA WILDLIFE CENTER,Porzana carolina : Rallidae : Gruiformes - Species,Rallidae,Gruiformes,Sep-49,M,,,SS,,L T = 5.0 X 1.5; R T = 7.0 X 1.5,53,11/30/2009,2009,9000 BLK ACHCROFT AVE : HOLLYWOOD : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115556,CALIFORNIA WILDLIFE CENTER,Bombycilla cedrorum : Bombycillidae : Passeriformes - Species,Bombycillidae,Passeriformes,10-0007,F,,,SN,C=8.1; W=103; T=16.3; TAIL=49,"OV = 5 X 2, SMOOTH",18,1/28/2010,2010,GRACE BRETHERN CHURCH : SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
115765,CALIFORNIA WILDLIFE CENTER,Dendroica townsendi : Parulidae : Passeriformes - Species,Parulidae,Passeriformes,,M,7627,,SS,,,8.2,2/2/2011,2011,3900 BLK STANSBURRY CT : SHERMAN OAKS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
111111,CALIFORNIA WILDLIFE CENTER,Gavia stellata : Gaviidae : Gaviiformes - Species,Gaviidae,Gaviiformes,,F,,,SS,,OV= 20 X 4,770,5/9/2000,2000,"MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111834,CALIFORNIA WILDLIFE CENTER,Larus californicus : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,,U,,,SS,,,519.1,11/8/2001,2001,"11700 BLOCK PACIFIC COAST HWY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
110800,CALIFORNIA WILDLIFE CENTER,Sterna paradisaea : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,,M,5885,,SS,C:31.1; W:261(WORN); T:15.6; TAIL:161,"LT= 2.5 X 1.5, RT= 2 X 1",78,9/21/1999,1999,"22000 BLOCK PACIFIC COAST HWY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112144,CALIFORNIA WILDLIFE CENTER,Larus californicus : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,2406,F,,,SS,W=399; TAIL=146,"OV= 14 X 4, LIGHTLY GRANULAR",570,11/22/2002,2002,"LEO CARRILLO STATE BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112284,CALIFORNIA WILDLIFE CENTER,Larus californicus : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,,F,,,SS,,"OV= 11 X 2, LIGHTLY GRANULAR",520,11/14/2002,2002,"ZUMA BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111260,CALIFORNIA WILDLIFE CENTER,Geococcyx californianus : Cuculidae : Cuculiformes - Species,Cuculidae,Cuculiformes,,U,,,SN,C=47.7; W=160; T=62; TAIL=266,,235,7/15/2000,2000,"ZUMA BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112140,CALIFORNIA WILDLIFE CENTER,Gavia immer : Gaviidae : Gaviiformes - Species,Gaviidae,Gaviiformes,2431,M,6356,,SS,W=356; TAIL=60,"LT= 11 X 3; RT= 9 X 2, BOTH PALE",2666,12/3/2002,2002,"ZUMA BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
111523,CALIFORNIA WILDLIFE CENTER,Gavia stellata : Gaviidae : Gaviiformes - Species,Gaviidae,Gaviiformes,2001-0260,F,6106,,SS,,"OVARY= 20 X 4, GRANULAR",868,5/22/2001,2001,"ZUMA BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112320,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,2083,M,,,SN,C=23.7 (14.6 FROM CERE); W=217; T=59.6; TAIL=187,"LT= 4 X 1.5, PALE",188,9/3/2002,2002,"31500 BLOCK VICTORIA POINT RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
112177,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,2269,F,,,SN,C=25.9 (17.8 FROM CERE); W=252; T=65.5; TAIL=211,LO= 8 X 2.5; RO= 7 X 2,430,10/7/2002,2002,"800 BLOCK ILIFF ST : PACIFIC PALISADES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 3 6.573 N, 118 31 35.293 W"
112178,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,2249,M,,,SN,C=45.7; W=287; T=52.3; TAIL=161,LT= 4 X 1.5; RT= 3.5 X 1.5,327,10/28/2002,2002,"BALBOA AVE AT RESEDA AVE : RESEDA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 12 4.020 N, 118 32 11.300 W"
