ORDER_MBF,FAMILY_MBF,Genus_MBF,Species_MBF,ORDER_HM,FAMILY_HM,Genus_HM,species_HM,subspecies_HM 
Galliformes,Phasianidae,Galloperdix,bicalcarata,Galliformes,Phasianidae,Galloperdix,bicalcarata,
Galliformes,Phasianidae,Ophrysia,superciliosa,Galliformes,Phasianidae,Ophrysia,superciliosa,
Galliformes,Phasianidae,Ithaginis,cruentus,Galliformes,Phasianidae,Ithaginis,cruentus,
Galliformes,Phasianidae,Tragopan,melanocephalus,Galliformes,Phasianidae,Tragopan,melanocephalus,
Galliformes,Phasianidae,Tragopan,satyra,Galliformes,Phasianidae,Tragopan,satyra,
Galliformes,Phasianidae,Tragopan,blythi,Galliformes,Phasianidae,Tragopan,blythi,
Galliformes,Phasianidae,Tragopan,temminckii,Galliformes,Phasianidae,Tragopan,temminckii,
Galliformes,Phasianidae,Tragopan,caboti,Galliformes,Phasianidae,Tragopan,caboti,
Galliformes,Phasianidae,Pucrasia,macrolopha,Galliformes,Phasianidae,Pucrasia,macrolopha,
Galliformes,Phasianidae,Lophophorus,impeyanus,Galliformes,Phasianidae,Lophophorus,impejanus,
Galliformes,Phasianidae,Lophophorus,sclateri,Galliformes,Phasianidae,Lophophorus,sclateri,
Galliformes,Phasianidae,Lophophorus,lhuysii,Galliformes,Phasianidae,Lophophorus,lhuysii,
Galliformes,Phasianidae,Gallus,gallus,Galliformes,Phasianidae,Gallus,gallus,
Galliformes,Phasianidae,Gallus,lafayettei,Galliformes,Phasianidae,Gallus,lafayettii,
Galliformes,Phasianidae,Gallus,sonneratii,Galliformes,Phasianidae,Gallus,sonneratii,
Galliformes,Phasianidae,Gallus,varius,Galliformes,Phasianidae,Gallus,varius,
Galliformes,Phasianidae,Lophura,leucomelana,Galliformes,Phasianidae,Lophura,leucomelanos,
Galliformes,Phasianidae,Lophura,nycthemera,Galliformes,Phasianidae,Lophura,nycthemera,
Galliformes,Phasianidae,Lophura,imperialis,Galliformes,Phasianidae,Lophura,x imperialis,
Galliformes,Phasianidae,Lophura,edwardsi,Galliformes,Phasianidae,Lophura,edwardsi,
Galliformes,Phasianidae,Lophura,swainhoii,Galliformes,Phasianidae,Lophura,swinhoii,
Galliformes,Phasianidae,Lophura,inornata,Galliformes,Phasianidae,Lophura,inornata,
Galliformes,Phasianidae,Lophura,erythropthalma,Galliformes,Phasianidae,Lophura,erythropthalma,
Galliformes,Phasianidae,Lophura,ignita,Galliformes,Phasianidae,Lophura,ignita,
Galliformes,Phasianidae,Lophura,diardi,Galliformes,Phasianidae,Lophura,diardi,
Galliformes,Phasianidae,Lophura,bulweri,Galliformes,Phasianidae,Lophura,bulweri,
Galliformes,Phasianidae,Crossoptilon,crossoptilon,Galliformes,Phasianidae,Crossoptilon,crossoptilon,
Galliformes,Phasianidae,Crossoptilon,crossoptilon,Galliformes,Phasianidae,Crossoptilon,harmani,
Galliformes,Phasianidae,Crossoptilon,mantchuricum,Galliformes,Phasianidae,Crossoptilon,mantchuricum,
Galliformes,Phasianidae,Crossoptilon,auritum,Galliformes,Phasianidae,Crossoptilon,auritum,
Galliformes,Phasianidae,Catreus,wallichi,Galliformes,Phasianidae,Catreus,wallichii,
Galliformes,Phasianidae,Syrmaticus,ellioti,Galliformes,Phasianidae,Syrmaticus,ellioti,
Galliformes,Phasianidae,Syrmaticus,humiae,Galliformes,Phasianidae,Syrmaticus,humiae,
Galliformes,Phasianidae,Syrmaticus,mikado,Galliformes,Phasianidae,Syrmaticus,mikado,
Galliformes,Phasianidae,Syrmaticus,soemmerringi,Galliformes,Phasianidae,Syrmaticus,soemmerringii,
Galliformes,Phasianidae,Syrmaticus,reevesi,Galliformes,Phasianidae,Syrmaticus,reevesii,
Galliformes,Phasianidae,Phasianus,colchicus,Galliformes,Phasianidae,Phasianus,colchicus,
Galliformes,Phasianidae,Phasianus,versicolor,Galliformes,Phasianidae,Phasianus,versicolor,
Galliformes,Phasianidae,Chrysolophus,pictus,Galliformes,Phasianidae,Chrysolophus,pictus,
Galliformes,Phasianidae,Chrysolophus,amherstiae,Galliformes,Phasianidae,Chrysolophus,amherstiae,
Galliformes,Phasianidae,Polyplectron,chalcurum,Galliformes,Phasianidae,Polyplectron,chalcurum,
Galliformes,Phasianidae,Polyplectron,inopinatum,Galliformes,Phasianidae,Polyplectron,inopinatum,
Galliformes,Phasianidae,Polyplectron,germaini,Galliformes,Phasianidae,Polyplectron,germaini,
Galliformes,Phasianidae,Polyplectron,bicalcaratum,Galliformes,Phasianidae,Polyplectron,katsumatae,
Galliformes,Phasianidae,Polyplectron,bicalcaratum,Galliformes,Phasianidae,Polyplectron,bicalcaratum,
Galliformes,Phasianidae,Polyplectron,malacense,Galliformes,Phasianidae,Polyplectron,schleiermacheri,
Galliformes,Phasianidae,Polyplectron,malacense,Galliformes,Phasianidae,Polyplectron,malacense,
Galliformes,Phasianidae,Polyplectron,emphanum,Galliformes,Phasianidae,Polyplectron,napoleonis,
Galliformes,Phasianidae,Rheinartia,ocellata,Galliformes,Phasianidae,Rheinardia,ocellata,ocellata
Galliformes,Phasianidae,Rheinartia,nigrescens,Galliformes,Phasianidae,Rheinardia,ocellata,nigrescens
Galliformes,Phasianidae,Argusianus,argus,Galliformes,Phasianidae,Argusianus,argus,
Galliformes,Phasianidae,Pavo,cristatus,Galliformes,Phasianidae,Pavo,cristatus,
Galliformes,Phasianidae,Pavo,muticus,Galliformes,Phasianidae,Pavo,muticus,
Galliformes,Phasianidae,Afropavo,congensis,Galliformes,Phasianidae,Afropavo,congensis,
Galliformes,Phasianidae,Phasidus,niger,Galliformes,Numididae,Agelastes,niger,
Galliformes,Phasianidae,Agelastes,meleagrides,Galliformes,Numididae,Agelastes,meleagrides,
Galliformes,Phasianidae,Numida,meleagris,Galliformes,Numididae,Numida,meleagris,
Galliformes,Phasianidae,Guttera,plumifera,Galliformes,Numididae,Guttera,plumifera,
Galliformes,Phasianidae,Guttera,edouardi,Galliformes,Numididae,Guttera,pucherani,edouardi
Galliformes,Phasianidae,Guttera,pucherani,Galliformes,Numididae,Guttera,pucherani,
Galliformes,Phasianidae,Acryllium,vulturinum,Galliformes,Numididae,Acryllium,vulturinum,
Galliformes,Opisthocomidae,Ophistocomus,hoazin,Opisthocomiformes,Opisthocomidae,Ophistocomus,hoazin,
Gruiformes,Mesitornithidae,Mesitornis,variegata,Mesitornithiformes,Mesitornithidae,Mesitornis,variegatus,
Gruiformes,Mesitornithidae,Mesitornis,unicolor,Mesitornithiformes,Mesitornithidae,Mesitornis,unicolor,
Gruiformes,Mesitornithidae,Monias,benschi,Mesitornithiformes,Mesitornithidae,Monias,benschi,
Gruiformes,Turnicidae,Turnix,sylvatica,Charadriiformes,Turnicidae,Turnix,sylvaticus,
Gruiformes,Turnicidae,Turnix,sylvatica,Charadriiformes,Turnicidae,Turnix,maculosus,
Gruiformes,Turnicidae,Turnix,sylvatica,Charadriiformes,Turnicidae,Turnix,everetti,
Gruiformes,Turnicidae,Turnix,worcesteri,Charadriiformes,Turnicidae,Turnix,worcesteri,
Gruiformes,Turnicidae,Turnix,nana,Charadriiformes,Turnicidae,Turnix,hottentottus,nanus
Gruiformes,Turnicidae,Turnix,hottentotta,Charadriiformes,Turnicidae,Turnix,hottentottus,
Gruiformes,Turnicidae,Turnix,tanki,Charadriiformes,Turnicidae,Turnix,tanki,
Gruiformes,Turnicidae,Turnix,suscitator,Charadriiformes,Turnicidae,Turnix,suscitator,
Gruiformes,Turnicidae,Turnix,nigricollis,Charadriiformes,Turnicidae,Turnix,nigricollis,
Gruiformes,Turnicidae,Turnix,ocellata,Charadriiformes,Turnicidae,Turnix,ocellatus,
Gruiformes,Turnicidae,Turnix,melanogaster,Charadriiformes,Turnicidae,Turnix,melanogaster,
Gruiformes,Turnicidae,Turnix,varia,Charadriiformes,Turnicidae,Turnix,varius,
Gruiformes,Turnicidae,Turnix,castanota,Charadriiformes,Turnicidae,Turnix,olivii,
Gruiformes,Turnicidae,Turnix,castanota,Charadriiformes,Turnicidae,Turnix,castanotus,
Gruiformes,Turnicidae,Turnix,pyrrhothorax,Charadriiformes,Turnicidae,Turnix,pyrrhothorax,
Gruiformes,Turnicidae,Turnix,velox,Charadriiformes,Turnicidae,Turnix,velox,
Gruiformes,Turnicidae,Ortyxelos,meiffrenii,Charadriiformes,Turnicidae,Ortyxelos,meiffrenii,
Gruiformes,Pedionomidae,Pedionomus,torquatus,Charadriiformes,Pedionomidae,Pedionomus,torquatus,
Gruiformes,Gruidae,Grus,grus,Gruiformes,Gruidae,Grus,grus,
Gruiformes,Gruidae,Grus,nigricollis,Gruiformes,Gruidae,Grus,nigricollis,
Gruiformes,Gruidae,Grus,monacha,Gruiformes,Gruidae,Grus,monacha,
Gruiformes,Gruidae,Grus,canadensis,Gruiformes,Gruidae,Antigone,canadensis,
Gruiformes,Gruidae,Grus,japonensis,Gruiformes,Gruidae,Grus,japonensis,
Gruiformes,Gruidae,Grus,americana,Gruiformes,Gruidae,Grus,americana,
Gruiformes,Gruidae,Grus,vipio,Gruiformes,Gruidae,Antigone,vipio,
Gruiformes,Gruidae,Grus,antigone,Gruiformes,Gruidae,Antigone,antigone,
Gruiformes,Gruidae,Grus,rubicunda,Gruiformes,Gruidae,Antigone,rubicunda,
Gruiformes,Gruidae,Grus,leucogeranus,Gruiformes,Gruidae,Leucogeranus,leucogeranus,
Gruiformes,Gruidae,Bugeranus,carunculatus,Gruiformes,Gruidae,Grus,carunculata,
Gruiformes,Gruidae,Anthropoides,virgo,Gruiformes,Gruidae,Grus,virgo,
Gruiformes,Gruidae,Anthropoides,paradisea,Gruiformes,Gruidae,Grus,paradisea,
Gruiformes,Gruidae,Balearica,pavonina,Gruiformes,Gruidae,Balearica,pavonina,
Gruiformes,Gruidae,Balearica,rugulorum,Gruiformes,Gruidae,Balearica,regulorum,
Gruiformes,Aramidae,Aramus,guarauna,Gruiformes,Aramidae,Aramus,guarauna,
Gruiformes,Psophiidae,Psophia,crepitans,Gruiformes,Psophidae,Psophia,crepitans,
Gruiformes,Psophiidae,Psophia,leucoptera,Gruiformes,Psophidae,Psophia,leucoptera,
Gruiformes,Psophiidae,Psophia,viridis,Gruiformes,Psophidae,Psophia,viridis,
Gruiformes,Rallidae,Rallus,longirostris,Gruiformes,Rallidae,Rallus,longirostris,
Gruiformes,Rallidae,Rallus,elegans,Gruiformes,Rallidae,Rallus,elegans,
Gruiformes,Rallidae,Rallus,wetmorei,Gruiformes,Rallidae,Rallus,wetmorei,
Gruiformes,Rallidae,Rallus,limicola,Gruiformes,Rallidae,Rallus,limicola,
Gruiformes,Rallidae,Rallus,antarcticus,Gruiformes,Rallidae,Rallus,antarcticus,
Gruiformes,Rallidae,Rallus,semiplumbeus,Gruiformes,Rallidae,Rallus,semiplumbeus,
Gruiformes,Rallidae,Rallus,aquaticus,Gruiformes,Rallidae,Rallus,aquaticus,
Gruiformes,Rallidae,Rallus,caerulescens,Gruiformes,Rallidae,Rallus,caerulescens,
Gruiformes,Rallidae,Rallus,madagascariensis,Gruiformes,Rallidae,Rallus,madagascariensis,
Gruiformes,Rallidae,Rallus,pectoralis,Gruiformes,Rallidae,Lewinia,pectoralis,
Gruiformes,Rallidae,Rallus,mirificus,Gruiformes,Rallidae,Lewinia,mirifica,
Gruiformes,Rallidae,Rallus,muelleri,Gruiformes,Rallidae,Lewinia,muelleri,
Gruiformes,Rallidae,Rallus,striatus,Gruiformes,Rallidae,Lewinia,striata,
Gruiformes,Rallidae,Rallus,philippensis,Gruiformes,Rallidae,Hypotaenidia,philippensis,
Gruiformes,Rallidae,Rallus,ecaudatus,Gruiformes,Rallidae,Hypotaenidia,philippensis,ecaudata
Gruiformes,Rallidae,Rallus,torquatus,Gruiformes,Rallidae,Hypotaenidia,torquata,
Gruiformes,Rallidae,Rallus,owstoni,Gruiformes,Rallidae,Hypotaenidia,owstoni,
Gruiformes,Rallidae,Rallus,wakensis,Gruiformes,Rallidae,Hypotaenidia,wakensis,
Gruiformes,Rallidae,Nesolimnas,dieffenbachii,Gruiformes,Rallidae,Hypotaenidia,dieffenbachii,
Gruiformes,Rallidae,Cabalus,modestus,Gruiformes,Rallidae,Cabalus,modestus,
Gruiformes,Rallidae,Atlantisia,rogersi,Gruiformes,Rallidae,Atlantisia,rogersi,
Gruiformes,Rallidae,Ortygonax,sanguinolentus,Gruiformes,Rallidae,Pardirallus,sanguinolentus,
Gruiformes,Rallidae,Ortygonax,nigricans,Gruiformes,Rallidae,Pardirallus,nigricans,
Gruiformes,Rallidae,Tricholimnas,conditicius,Gruiformes,Rallidae,Hypotaenidia,sylvestris,
Gruiformes,Rallidae,Tricholimnas,lafresnayanus,Gruiformes,Rallidae,Gallirallus,lafresnayanus,
Gruiformes,Rallidae,Tricholimnas,sylvestris,Gruiformes,Rallidae,Hypotaenidia,sylvestris,
Gruiformes,Rallidae,Pardirallus,maculatus,Gruiformes,Rallidae,Pardirallus,maculatus,
Gruiformes,Rallidae,Dryolimnas,cuvieri,Gruiformes,Rallidae,Dryolimnas,cuvieri,
Gruiformes,Rallidae,Rougetius,rougetii,Gruiformes,Rallidae,Rougetius,rougetii,
Gruiformes,Rallidae,Amaurolimnas,concolor,Gruiformes,Rallidae,Amaurolimnas,concolor,
Gruiformes,Rallidae,Rallina,fasciata,Gruiformes,Rallidae,Rallina,fasciata,
Gruiformes,Rallidae,Rallina,eurizonoides,Gruiformes,Rallidae,Rallina,eurizonoides,
Gruiformes,Rallidae,Rallina,canningi,Gruiformes,Rallidae,Rallina,canningi,
Gruiformes,Rallidae,Rallina,tricolor,Gruiformes,Rallidae,Rallina,tricolor,
Gruiformes,Rallidae,Rallicula,rubra,Gruiformes,Rallidae,Rallicula,rubra,
Gruiformes,Rallidae,Rallicula,mayri,Gruiformes,Rallidae,Rallicula,mayri,
Gruiformes,Rallidae,Rallicula,leucopsila,Gruiformes,Rallidae,Rallicula,leucopsila,
Gruiformes,Rallidae,Rallicula,forbesi,Gruiformes,Rallidae,Rallicula,forbesi,
Gruiformes,Rallidae,Cyanolimnas,cerverai,Gruiformes,Rallidae,Cyanolimnas,cerverai,
Gruiformes,Rallidae,Aramides,mangle,Gruiformes,Rallidae,Aramides,mangle,
Gruiformes,Rallidae,Aramides,cajanea,Gruiformes,Rallidae,Aramides,cajaneus,
Gruiformes,Rallidae,Aramides,wolfi,Gruiformes,Rallidae,Aramides,wolfi,
Gruiformes,Rallidae,Aramides,ypecaha,Gruiformes,Rallidae,Aramides,ypecaha,
Gruiformes,Rallidae,Aramides,axillaris,Gruiformes,Rallidae,Aramides,axillaris,
Gruiformes,Rallidae,Aramides,calopterus,Gruiformes,Rallidae,Aramides,calopterus,
Gruiformes,Rallidae,Aramides,saracura,Gruiformes,Rallidae,Aramides,saracura,
Gruiformes,Rallidae,Aramidopsis,plateni,Gruiformes,Rallidae,Aramidopsis,plateni,
Gruiformes,Rallidae,Nesoclopeus,poeciloptera,Gruiformes,Rallidae,Hypotaenidia,poeciloptera,
Gruiformes,Rallidae,Nesoclopeus,woodfordi,Gruiformes,Rallidae,Hypotaenidia,woodfordi,
Gruiformes,Rallidae,Gymnocrex,rosenbergii,Gruiformes,Rallidae,Gymnocrex,rosenbergii,
Gruiformes,Rallidae,Gymnocrex,plumbeiventris,Gruiformes,Rallidae,Gymnocrex,plumbeiventris,
Gruiformes,Rallidae,,,Gruiformes,Rallidae,Gymnocrex,talaudensis,
Gruiformes,Rallidae,Gallirallus,australis,Gruiformes,Rallidae,Gallirallus,australis,
Gruiformes,Rallidae,Gallirallus,troglodytes,Gruiformes,Rallidae,Gallirallus,australis,australis
Gruiformes,Rallidae,Habropteryx,insignis,Gruiformes,Rallidae,Hypotaenidia,insignis,
Gruiformes,Rallidae,Habroptila,wallacii,Gruiformes,Rallidae,Habroptila,wallacii,
Gruiformes,Rallidae,Megacrex,inepta,Gruiformes,Rallidae,Megacrex,inepta,
Gruiformes,Rallidae,Eulabeornis,castaneoventris,Gruiformes,Rallidae,Eulabeornis,castaneoventris,
Gruiformes,Rallidae,Himantornis,haematopus,Gruiformes,Rallidae,Himatornis,haematopus,
Gruiformes,Rallidae,Canirallus,oculeus,Gruiformes,Rallidae,Canirallus,oculeus,
Gruiformes,Rallidae,Mentocrex,kioloides,Gruiformes,Rallidae,Mentocrex,kioloides,
Gruiformes,Rallidae,Crecopsis,egregia,Gruiformes,Rallidae,Crex,egregia,
Gruiformes,Rallidae,Crex,crex,Gruiformes,Rallidae,Crex,crex,
Gruiformes,Rallidae,Anurolimnas,castaneiceps,Gruiformes,Rallidae,Rufirallus,castaneiceps,
Gruiformes,Rallidae,Limnocorax,flavirostra,Gruiformes,Rallidae,Zapornia,flavirostra,
Gruiformes,Rallidae,Porzana,parva,Gruiformes,Rallidae,Zapornia,parva,
Gruiformes,Rallidae,Porzana,pusilla,Gruiformes,Rallidae,Zapornia,pusilla,
Gruiformes,Rallidae,Porzana,porzana,Gruiformes,Rallidae,Porzana,porzana,
Gruiformes,Rallidae,Porzana,fluminea,Gruiformes,Rallidae,Porzana,fluminea,
Gruiformes,Rallidae,Porzana,carolina,Gruiformes,Rallidae,Porzana,carolina,
Gruiformes,Rallidae,Porzana,spiloptera,Gruiformes,Rallidae,Porzana,spiloptera,
Gruiformes,Rallidae,Porzana,flaviventer,Gruiformes,Rallidae,Hapalocrex,flaviventer,
Gruiformes,Rallidae,Porzana,albicollis,Gruiformes,Rallidae,Porzana,albicollis,
Gruiformes,Rallidae,Porzana,fusca,Gruiformes,Rallidae,Zapornia,fusca,
Gruiformes,Rallidae,Porzana,paykullii,Gruiformes,Rallidae,Zapornia,paykullii,
Gruiformes,Rallidae,Porzana,olivieri,Gruiformes,Rallidae,Zapornia,olivieri,
Gruiformes,Rallidae,Porzana,bicolor,Gruiformes,Rallidae,Zapornia,bicolor,
Gruiformes,Rallidae,Porzana,tabuensis,Gruiformes,Rallidae,Zapornia,tabuensis,
Gruiformes,Rallidae,Porzanula,palmeri,Gruiformes,Rallidae,Zapornia,palmeri,
Gruiformes,Rallidae,Pennula,millsi,Gruiformes,Rallidae,Zapornia,sandwichensis,
Gruiformes,Rallidae,Pennula,sandwichensis,Gruiformes,Rallidae,Zapornia,sandwichensis,
Gruiformes,Rallidae,Nesophylax,ater,Gruiformes,Rallidae,Zapornia,atra,
Gruiformes,Rallidae,Aphanolimnas,monasa,Gruiformes,Rallidae,Zapornia,monasa,
Gruiformes,Rallidae,Laterallus,jamaicensis,Gruiformes,Rallidae,Laterallus,jamaicensis,
Gruiformes,Rallidae,Laterallus,xenopterus,Gruiformes,Rallidae,Laterallus,xenopterus,
Gruiformes,Rallidae,Laterallus,spilonotus,Gruiformes,Rallidae,Laterallus,spilonota,
Gruiformes,Rallidae,Laterallus,exilis,Gruiformes,Rallidae,Laterallus,exilis,
Gruiformes,Rallidae,Laterallus,albigularis,Gruiformes,Rallidae,Laterallus,albigularis,
Gruiformes,Rallidae,Laterallus,melanophaius,Gruiformes,Rallidae,Laterallus,melanophaius,
Gruiformes,Rallidae,Laterallus,ruber,Gruiformes,Rallidae,Laterallus,ruber,
Gruiformes,Rallidae,Laterallus,levraudi,Gruiformes,Rallidae,Laterallus,levraudi,
Gruiformes,Rallidae,Laterallus,viridis,Gruiformes,Rallidae,Rufirallus,viridis,
Gruiformes,Rallidae,Laterallus,fasciatus,Gruiformes,Rallidae,Porzana,fasciatus,
Gruiformes,Rallidae,Laterallus,leucopyrrhus,Gruiformes,Rallidae,Laterallus,leucopyrrhus,
Gruiformes,Rallidae,Micropygia,schomburgkii,Gruiformes,Rallidae,Micropygia,schomburgkii,
Gruiformes,Rallidae,Coturnicops,exquisitus,Gruiformes,Rallidae,Coturnicops,exquisitus,
Gruiformes,Rallidae,Coturnicops,noveboracensis,Gruiformes,Rallidae,Coturnicops,noveboracensis,
Gruiformes,Rallidae,Coturnicops,notatus,Gruiformes,Rallidae,Coturnicops,notatus,
Gruiformes,Rallidae,Neocrex,erythrops,Gruiformes,Rallidae,Neocrex,erythrops,
Gruiformes,Rallidae,Neocrex,erythrops,Gruiformes,Rallidae,Neocrex,colombiana,
Gruiformes,Rallidae,Sarothrura,pulchra,Gruiformes,Sarothruridae,Sarothrura,pulchra,
Gruiformes,Rallidae,Sarothrura,elegans,Gruiformes,Sarothruridae,Sarothrura,elegans,
Gruiformes,Rallidae,Sarothrura,rufa,Gruiformes,Sarothruridae,Sarothrura,rufa,
Gruiformes,Rallidae,Sarothrura,lugens,Gruiformes,Sarothruridae,Sarothrura,lugens,
Gruiformes,Rallidae,Sarothrura,boehmi,Gruiformes,Sarothruridae,Sarothrura,boehmi,
Gruiformes,Rallidae,Sarothrura,affinis,Gruiformes,Sarothruridae,Sarothrura,affinis,
Gruiformes,Rallidae,Sarothrura,insularis,Gruiformes,Sarothruridae,Sarothrura,insularis,
Gruiformes,Rallidae,Sarothrura,ayresi,Gruiformes,Sarothruridae,Sarothrura,ayresi,
Gruiformes,Rallidae,Sarothrura,watersi,Gruiformes,Sarothruridae,Sarothrura,watersi,
Gruiformes,Rallidae,Aenigmatolimnas,marginalis,Gruiformes,Rallidae,Amaurornis,marginalis,
Gruiformes,Rallidae,Poliolimnas,cinereus,Gruiformes,Rallidae,Amaurornis,cinerea,
Gruiformes,Rallidae,Porphyriops,melanops,Gruiformes,Rallidae,Gallinula,melanops,
Gruiformes,Rallidae,Tribonyx,ventralis,Gruiformes,Rallidae,Tribonyx,ventralis,
Gruiformes,Rallidae,Tribonyx,mortierii,Gruiformes,Rallidae,Tribonyx,mortierii,
Gruiformes,Rallidae,Amaurornis,akool,Gruiformes,Rallidae,Zapornia,akool,
Gruiformes,Rallidae,Amaurornis,olivacea,Gruiformes,Rallidae,Amaurornis,olivacea,
Gruiformes,Rallidae,Amaurornis,olivacea,Gruiformes,Rallidae,Amaurornis,magnirostris,
Gruiformes,Rallidae,Amaurornis,olivacea,Gruiformes,Rallidae,Amaurornis,moluccana,
Gruiformes,Rallidae,Amaurornis,isabellina,Gruiformes,Rallidae,Amaurornis,isabellina,
Gruiformes,Rallidae,Amaurornis,phoenicurus,Gruiformes,Rallidae,Amaurornis,phoenicurus,
Gruiformes,Rallidae,Gallicrex,cinerea,Gruiformes,Rallidae,Gallicrex,cinerea,
Gruiformes,Rallidae,Gallinula,tenebrosa,Gruiformes,Rallidae,Gallinula,tenebrosa,
Gruiformes,Rallidae,Gallinula,chloropus,Gruiformes,Rallidae,Gallinula,chloropus,
Gruiformes,Rallidae,Gallinula,chloropus,Gruiformes,Rallidae,Gallinula,galeata,
Gruiformes,Rallidae,Gallinula,angulata,Gruiformes,Rallidae,Gallinula,angulata,
Gruiformes,Rallidae,Porphyriornis,nesiotis,Gruiformes,Rallidae,Gallinula,nesiotis,
Gruiformes,Rallidae,Porphyriornis,comeri,Gruiformes,Rallidae,Gallinula,nesiotis,comeri
Gruiformes,Rallidae,Pareudiastes,pacificus,Gruiformes,Rallidae,Pareudiastes,pacificus,
Gruiformes,Rallidae,Edithornis,sylvestris,Gruiformes,Rallidae,Pareudiastes,sylvestris,
Gruiformes,Rallidae,Porphyrula,alleni,Gruiformes,Rallidae,Porphyrio,alleni,
Gruiformes,Rallidae,Porphyrula,martinica,Gruiformes,Rallidae,Porphyrio,martinicus,
Gruiformes,Rallidae,Porphyrula,flavirostris,Gruiformes,Rallidae,Porphyrio,flavirostris,
Gruiformes,Rallidae,Porphyrio,porphyrio,Gruiformes,Rallidae,Porphyrio,porphyrio,
Gruiformes,Rallidae,Porphyrio,madagascariensis,Gruiformes,Rallidae,Porphyrio,porphyrio,madagascariensis
Gruiformes,Rallidae,Porphyrio,poliocephalus,Gruiformes,Rallidae,Porphyrio,porphyrio,poliocephalus
Gruiformes,Rallidae,Porphyrio,albus,Gruiformes,Rallidae,Porphyrio,albus,
Gruiformes,Rallidae,Porphyrio,pulverulentus,Gruiformes,Rallidae,Porphyrio,porphyrio,pulverulentus
Gruiformes,Rallidae,Notornis,mantelli,Gruiformes,Rallidae,Porphyrio,mantelli,
Gruiformes,Rallidae,Notornis,mantelli,Gruiformes,Rallidae,Porphyrio,hochstetteri,
Gruiformes,Rallidae,Fulica,atra,Gruiformes,Rallidae,Fulica,cristata,
Gruiformes,Rallidae,Fulica,atra,Gruiformes,Rallidae,Fulica,atra,
Gruiformes,Rallidae,Fulica,americana,Gruiformes,Rallidae,Fulica,alai,
Gruiformes,Rallidae,Fulica,americana,Gruiformes,Rallidae,Fulica,americana,
Gruiformes,Rallidae,Fulica,americana,Gruiformes,Rallidae,Fulica,ardesiaca,
Gruiformes,Rallidae,Fulica,armillata,Gruiformes,Rallidae,Fulica,armillata,
Gruiformes,Rallidae,Fulica,caribaea,Gruiformes,Rallidae,Fulica,caribaea,
Gruiformes,Rallidae,Fulica,leucoptera,Gruiformes,Rallidae,Fulica,leucoptera,
Gruiformes,Rallidae,Fulica,rufifrons,Gruiformes,Rallidae,Fulica,rufifrons,
Gruiformes,Rallidae,Fulica,gigantea,Gruiformes,Rallidae,Fulica,gigantea,
Gruiformes,Rallidae,Fulica,cornuta,Gruiformes,Rallidae,Fulica,cornuta,
Gruiformes,Heliornithidae,Podica,senegalensis,Gruiformes,Heliornithidae,Podica,senegalensis,
Gruiformes,Heliornithidae,Heliopais,personatus,Gruiformes,Heliornithidae,Heliopais,personatus,
Gruiformes,Heliornithidae,Heliornis,fulica,Gruiformes,Heliornithidae,Heliornis,fulica,
Gruiformes,Rhynochetidae,Rhynochetos,jubatus,Eurypygiformes,Rhynochetidae,Rhynochetos,jubatus,
Gruiformes,Eurypygidae,Eurypyga,helias,Eurypygiformes,Eurypygidae,Eurypyga,helias,
Gruiformes,Cariamidae,Cariama,cristata,Cariamiformes,Cariamidae,Cariama,cristata,
Gruiformes,Cariamidae,Chunga,burmeisteri,Cariamiformes,Cariamidae,Chunga,burmeisteri,
Gruiformes,Otididae,Tetrax,tetrax,Otidiformes,Otididae,Tetrax,tetrax,
Gruiformes,Otididae,Otis,tarda,Otidiformes,Otididae,Otis,tarda,
Gruiformes,Otididae,Neotis,cafra,Otidiformes,Otididae,Ardeotis,denhami,
Gruiformes,Otididae,Neotis,ludwigii,Otidiformes,Otididae,Ardeotis,ludwigii,
Gruiformes,Otididae,Neotis,burchellii,Otidiformes,Otididae,Ardeotis,denhami,denhami
Gruiformes,Otididae,Neotis,nuba,Otidiformes,Otididae,Ardeotis,nuba,
Gruiformes,Otididae,Neotis,heuglinii,Otidiformes,Otididae,Ardeotis,heuglinii,
Gruiformes,Otididae,Choriotis,arabs,Otidiformes,Otididae,Ardeotis,arabs,
Gruiformes,Otididae,Choriotis,kori,Otidiformes,Otididae,Ardeotis,kori,
Gruiformes,Otididae,Choriotis,nigriceps,Otidiformes,Otididae,Ardeotis,nigriceps,
Gruiformes,Otididae,Choriotis,australis,Otidiformes,Otididae,Ardeotis,australis,
Gruiformes,Otididae,Chlamydotis,undulata,Otidiformes,Otididae,Chlamydotis,undulata,
Gruiformes,Otididae,Chlamydotis,undulata,Otidiformes,Otididae,Chlamydotis,macqueenii,
Gruiformes,Otididae,Lophotis,savilei,Otidiformes,Otididae,Lophotis,savilei,
Gruiformes,Otididae,,,Otidiformes,Otididae,Lophotis,gindiana,
Gruiformes,Otididae,Lophotis,ruficrista,Otidiformes,Otididae,Lophotis,ruficrista,
Gruiformes,Otididae,Afrotis,atra,Otidiformes,Otididae,Afrotis,afra,
Gruiformes,Otididae,Afrotis,atra,Otidiformes,Otididae,Afrotis,afraoides,
Gruiformes,Otididae,Eupodotis,vigorsii,Otidiformes,Otididae,Heterotetrax,vigorsii,
Gruiformes,Otididae,Eupodotis,rueppellii,Otidiformes,Otididae,Heterotetrax,rueppellii,
